,ID,Title,URL,Dates,Date Range,Description,Subjects_one,Subjects_two,Subjects_three,Subjects_four,Subjects_five,Subjects_six,Subjects_seven,Subjects_eight,Subjects_nine,Subjects_ten,Subjects_eleven,Subjects_twelve,Subjects_grouped,Location_one,Location_two,Location_three,Location_four,Location_five,Locations_grouped
190,8ec80e79405a3bdc337a771deaa2d3a6, 'A treatise on the laws governing the exclusion and expulsion of aliens in the United States' ,http://catalog.hathitrust.org/Record/001152003,1912,1910-1920,,   Aliens--United States  ,    Expulsion--United States  ,    Emigration and immigration law--United States  ,,,,,,,,,,   Aliens--United States      Expulsion--United States      Emigration and immigration law--United States  ,   United States  ,,,,,   United States  
191,9ee02e070cc40ea5006a1115e83846b3, 'A constructive immigration policy' ,http://catalog.hathitrust.org/Record/001152006,1923,1920-1930, 'Bibliographical foot-notes.' ,   Emigration and immigration law--United States  ,,,,,,,,,,,,   Emigration and immigration law--United States  ,   United States  ,,,,,   United States  
192,a10252ea50c77f8d93368d423aed9e34," 'Restriction of immigration : hearings before the Committee on Immigration and Naturalization, House of Representatives, Sixty-fourth Congress, first session, on H.R. 558, Thursday, January 20, and Friday, January 21, 1916 : statements of Miss Grace Abbott, Stephen Osusky, Clarence N. Goodwin, John Kulamar, James A. Gallivan, John F. Smulski, Louis E. Levy' ",http://catalog.hathitrust.org/Record/100422243,1916,1910-1920,,   Literacy--Government policy--United States  ,    Reading--Ability testing--United States  ,    Emigration and immigration law--United States  ,,,,,,,,,,   Literacy--Government policy--United States      Reading--Ability testing--United States      Emigration and immigration law--United States  ,   United States  ,,,,,   United States  
193,61f2043b32c1d00262006148b763b8b9," ""Germany's claims upon German-Americans in Germany a discussion of German military and other laws which may affect German-Americans temporarily in Germany, together with some comment upon existing treaties"" ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990066102130203941,1903,1900-1910,,   Germans  ,    German Americans  ,"    Legal status, laws, etc  ",    Military law  ,,,,,,,,,"   Germans      German Americans      Legal status, laws, etc      Military law  ",   United States  ,    Germany  ,,,,   United States      Germany  
194,e4dee0c71efc561f133aaac76bcabf79, 'Syllabus of the naturalization law for use of those cooperating with the Division of Citizenship Training in assisting aliens desiring citizenship' ,https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990067883940203941,1919,1910-1920," 'At head of title: U.S. Department of Labor. Bureau of Naturalization. Division of Citizenship Training.', 'Appendix: Foreign sovereignties and titles of their rulers; Foreign republics and form of renunciation of allegiance: p. 9-10.' ",   Naturalization  ,    Citizenship  ,,,,,,,,,,,   Naturalization      Citizenship  ,   United States  ,,,,,   United States  
195,4a9bb5f89bada47ab4d67920309a11fd, 'Statements and recommendations submitted by societies and organizations interested in the subject of immigration' ,https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990067951410203941,1911,1910-1920," '""Presented by Mr. Dillingham, December 5, 1910.--Referred to the Committee on Immigration ...""', '""List of reports of the Immigration Commission"": p. iii.', 'Includes statements of: Committee on Information for Aliens, Sons of the American Revolution; Junior Order of United American Mechanics; Council of Jewish Women; and other organizations.', 'Includes bibliographical references.' ",   Noncitizens  ,    Emigration and immigration law  ,    Naturalization  ,    Emigration and immigration  ,,,,,,,,,   Noncitizens      Emigration and immigration law      Naturalization      Emigration and immigration  ,   United States  ,,,,,   United States  
196,d30fb89aad3fa81922f5fd52c1070d57," 'A digest of the treaty, laws, and regulations governing the admission of Chinese, their residence in and transit through the United States and its insular possessions for the use of diplomatic and consular officers' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990067992180203941,1908,1900-1910," '""Approved May 5, 1908.""', 'Includes index.' ",   Emigration and immigration law  ,    Chinese  ,    Emigration and immigration  ,,,,,,,,,,   Emigration and immigration law      Chinese      Emigration and immigration  ,   United States  ,,,,,   United States  
197,98b7102b0a196a05d5e2560b4d362e2a," 'An appeal for the immigrant speech of Hon. Peter F. Tague, of Massachusetts, in the House of Representatives, March 24, 1916' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990069998570203941,1916,1910-1920,,   Emigration and immigration law  ,    Reading  ,    Ability testing  ,    Emigration and immigration  ,,,,,,,,,   Emigration and immigration law      Reading      Ability testing      Emigration and immigration  ,   United States  ,,,,,   United States  
198,1e2eda3c8b9de7d7fd6f20db1343cdd3, 'Report of the Royal commission on alien immigration' ,http://catalog.hathitrust.org/Record/012177868,1903,1900-1910,,   Emigration and immigration law  ,    Great Britain--Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Great Britain--Emigration and immigration  ,   Great Britain  ,,,,,   Great Britain  
199,ee8934793214197ede87733bec2d8b24," 'U.S. immigration; exclusion and deportation, and citizenship of the United States of America' ",http://catalog.hathitrust.org/Record/102425856,1941,1940-1950,,   Naturalization--United States  ,    Aliens--United States  ,    Emigration and immigration law--United States  ,,,,,,,,,,   Naturalization--United States      Aliens--United States      Emigration and immigration law--United States  ,   United States  ,,,,,   United States  
200,cbec19a93864f470e669d6253d364108," ""Restriction of immigration : hearings before the Committee on Immigration and Naturalization, House of Representatives, Sixty-fourth Congress, first session, on H.R. 558, Friday, January 21, 1916 : statement of Mr. J. H. Kimble, national legislative agent of the Farmers' National Congress, and two briefs of the Immigration Restriction League"" ",http://catalog.hathitrust.org/Record/100422246,1916,1910-1920,,   Reading--Ability testing--United States  ,    Emigration and immigration law--United States  ,    United States--Emigration and immigration  ,,,,,,,,,,   Reading--Ability testing--United States      Emigration and immigration law--United States      United States--Emigration and immigration  ,   United States  ,,,,,   United States  
201,5c6aa3b1687a7a7c11586d9128d948fd, 'Immigration and conquest A study of the United States as the receiver of old world emigrants who become the parents of future-born Americans. A report of the Special Committee on Immigration and Naturalization of the Chamber of Commerce of the state of New York' ,http://catalog.hathitrust.org/Record/002967318,1939,1930-1940," 'Published also under title: A report of the Special committee on immigration and naturalization.', 'Running title: Conquest by immigration.' ",   Immigrants--United States  ,    Emigration and immigration law--United States  ,    United States--Emigration and immigration  ,,,,,,,,,,   Immigrants--United States      Emigration and immigration law--United States      United States--Emigration and immigration  ,   United States  ,,,,,   United States  
202,f730b7d42e4e08cbd00f8e79150ab74a," 'Abstracts of reports of the Immigration Commission : with conclusions and recommendations, and views of the minority (in two volumes)' ",http://catalog.hathitrust.org/Record/001151922,1911,1910-1920," 'Included are complete reports on: Immigration conditions in Hawaii; Immigration and insanity; Immigrants in charity hospitals; Alien seamen and stowaways; Contract labor and induced and assisted immigration; The Greek padrone system in the United States; Peonage.', 'List of reports of the Immigration commission: p. iv.', '""Referred to the Committee on Immigration and ordered printed December 5, 1910.""', '""Views of the minority"" by William S. Bennet.', 'William P. Dillingham, chairman.' ",   Peonage--United States  ,    Padrone system  ,    Contract labor--United States  ,    Stowaways  ,    Sailors  ,    Aliens--United States  ,    Emigration and immigration law--United States  ,    Hawaii--Emigration and immigration  ,    United States--Emigration and immigration  ,,,,   Peonage--United States      Padrone system      Contract labor--United States      Stowaways      Sailors      Aliens--United States      Emigration and immigration law--United States      Hawaii--Emigration and immigration      United States--Emigration and immigration  ,   Hawaii  ,    United States  ,,,,   Hawaii      United States  
203,0eab5cf3eb5ea5fb71ec1a47b46d65af," 'U. S. immigration, exclusion and deportation' ",http://catalog.hathitrust.org/Record/001151931,1928,1920-1930, '2' ,   Human beings--Migrations  ,    Aliens--United States  ,    Emigration and immigration law--United States  ,,,,,,,,,,   Human beings--Migrations      Aliens--United States      Emigration and immigration law--United States  ,   United States  ,,,,,   United States  
204,a418defb1c56a4cc75f97e2aded03406," 'Permit certain ""blue discharge"" veterans in armed forces of the United States during the World War to apply for citizenship under Veterans\' Naturalization Acts : hearings before the committee on immigration and naturalization, House of Representatives, seventy-fourth congress, second session on H.R. 11175, May 13, 1936' ",http://catalog.hathitrust.org/Record/100668422,1936,1930-1940," 'Running title: Citizenship for certain World War veterans.', 'Hearings No. 74-2-1.' ","  ""Veterans  Naturalization Act"" ",    Emigration and immigration law--United States  ,    Citizenship--United States  ,    United States--Emigration and immigration  ,,,,,,,,,"  ""Veterans  Naturalization Act""     Emigration and immigration law--United States      Citizenship--United States      United States--Emigration and immigration  ",   United States  ,,,,,   United States  
